name,content,rater_id,natural_rating,abstract_rating,condition,sentence_source,stimuli_type,gender,age,model_batch,im_r,im_i,choices_r,choices_i,targets_r,targets_i
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",241,4.0,4.0,relevant,book,original,Female,66.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",251,4.0,1.0,relevant,book,original,,,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",250,4.0,3.0,relevant,book,original,Female,32.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",262,4.0,1.0,relevant,book,original,Female,28.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",258,3.0,3.0,relevant,book,original,Female,26.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",259,4.0,1.0,relevant,book,original,Female,75.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",243,3.0,1.0,relevant,book,original,Female,37.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",257,4.0,1.0,relevant,book,original,Male,36.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",244,4.0,3.0,relevant,book,original,Male,59.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",255,4.0,3.0,relevant,book,original,Male,34.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",260,3.0,3.0,relevant,book,original,Male,40.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",252,4.0,1.0,relevant,book,original,Female,42.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",240,3.0,3.0,relevant,book,original,Female,63.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",247,3.0,2.0,relevant,book,original,,,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",242,3.0,4.0,relevant,book,original,Male,28.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",263,4.0,1.0,relevant,book,original,Male,36.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",248,4.0,1.0,relevant,book,original,Female,57.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",254,4.0,1.0,relevant,book,original,Female,43.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or20,"The name lands like a blow, and he winces, turning toward her, the pain in his eyes so black and bottomless that she recoils.",246,4.0,3.0,relevant,book,original,Male,35.0,batch2,im20,im35,"the man,the woman,the light","the magnifying glass,the door,the standing people",the man,the magnifying glass
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",264,3.0,2.0,irrelevant,book,original,Male,33.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",265,4.0,1.0,irrelevant,book,original,Male,54.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",266,4.0,1.0,irrelevant,book,original,Female,31.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",267,4.0,1.0,irrelevant,book,original,Female,51.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",268,4.0,1.0,irrelevant,book,original,Male,61.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",269,4.0,1.0,irrelevant,book,original,Female,54.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",270,4.0,4.0,irrelevant,book,original,Female,62.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",271,4.0,1.0,irrelevant,book,original,Male,61.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
or21,"Observational games, where children guess the emotions of characters in books or movies, also enhance their ability to read and respond to emotional cues.",272,4.0,1.0,irrelevant,book,original,Male,50.0,batch2,im21,im36,"the plants,the kid in a yellow shirt,the screen","the cigarette box,the cigarette,the woman",the kid in a yellow shirt,the cigarette box
